epoch,train_loss,val_loss,train_acc,val_acc
1,1.8605698072221544,1.6303581314086915,0.2808222222222222,0.381
2,1.5930367807600234,1.458137372970581,0.3951777777777778,0.4708
3,1.4506739782545301,1.2631269386291504,0.45568888888888887,0.5466
4,1.3461152094946967,1.1973726100921631,0.5051111111111111,0.5568
5,1.2738303511301676,1.094023530960083,0.5312222222222223,0.597
6,1.2157297780990601,1.0738680969238281,0.5553333333333333,0.606
7,1.162635568576389,1.008151499938965,0.5784222222222222,0.6294
8,1.11271047323015,0.9471596284866333,0.6003777777777778,0.6622
9,1.0759770022074382,0.9097042419433594,0.6098222222222223,0.6692
10,1.0353506292555068,0.8895830741882325,0.6280888888888889,0.6766
11,1.0037344967100355,0.8575797216415405,0.64,0.689
12,0.9683564104715983,0.8248318466186524,0.6567333333333333,0.7032
13,0.9401910685221354,0.8170107466697692,0.6642666666666667,0.7054
14,0.9152936074786716,0.8106245797157288,0.6747333333333333,0.7064
15,0.8882787364323934,0.7876371448516846,0.6852,0.711
16,0.8705090459081861,0.7543977170944214,0.6906888888888889,0.7288
17,0.843575573348999,0.7047215166091919,0.7033777777777778,0.7538
18,0.8198428896586101,0.694608650970459,0.713,0.753
19,0.8009468946244982,0.677763329410553,0.7180444444444445,0.7596
20,0.7841213208092583,0.6707762693405152,0.728,0.7616
