epoch,train_loss,val_loss,train_acc,val_acc
1,2.3142261461710496,2.283255477683148,0.1020310203102031,0.15479690406191876
2,2.1433964134410632,2.010051128931092,0.1758317583175832,0.2247555048899022
3,2.0423221411822463,1.9715736728270423,0.2035220352203522,0.24065518689626209
4,1.9917424795948246,1.9288052870572532,0.2136621366213662,0.24629507409851803
5,1.9551012911562107,1.8866559246516639,0.22161221612216123,0.26075478490430193
6,1.9246813655632742,1.9239642038023193,0.23238232382323823,0.23669526609467811
7,1.8919747151174915,1.8543809619999578,0.24660246602466024,0.27167456650866983
8,1.8566817114198897,1.8439374646650133,0.26856268562685626,0.28493430131397374
9,1.8239305403331783,1.808798654854616,0.2778327783277833,0.3062338753224936
10,1.7917771294283416,1.8578825590741679,0.2991029910299103,0.2759944801103978
11,1.7615621737570086,1.8954776271229108,0.3154231542315423,0.28109437811243776
12,1.7339295727246824,1.7799547162476246,0.3202832028320283,0.3194336113277734
13,1.704581251511482,1.7364615840374575,0.33846338463384634,0.3401331973360533
14,1.686115585298166,1.8278575784952502,0.34713347133471334,0.31415371692566146
15,1.6739153422828097,1.6560481492191483,0.35457354573545735,0.35417291654166916
16,1.6465837759993505,1.8191940219127518,0.36522365223652237,0.32111357772844545
17,1.6285343319047987,1.6779947679559364,0.3726037260372604,0.35663286734265315
18,1.6038882746589327,1.605943306632353,0.38475384753847536,0.39647207055858885
19,1.5928863984567943,1.5542958163682947,0.3897638976389764,0.42065158696826066
20,1.5763312034994892,1.6267075415613728,0.3994239942399424,0.39545209095818085
